account_id,score,risk_rank,label_text,edge_coverage_status,link_generation_blocked,recovery_priority,history_txn_count,direct_counterparty_count,node_profile_evidence,required_query,expected_link_evidence,current_evidence_boundary
7297,0.9900063137007308,11,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=20.35483871；地区编码=448；客户类型=对私,补充 account_id=7297 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
4955,0.989952196265897,12,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=9.67741935；地区编码=433；客户类型=对私,补充 account_id=4955 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
9070,0.9898349418237576,13,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=97.16129032；地区编码=755；客户类型=对私,补充 account_id=9070 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
7404,0.9897718048164518,14,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=14.74193548；地区编码=664；客户类型=对公,补充 account_id=7404 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
4954,0.989708667809146,15,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=73.41935484；地区编码=444；客户类型=对私,补充 account_id=4954 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
1591,0.9896635699467846,16,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=5.80645161；地区编码=33；客户类型=对私,补充 account_id=1591 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
5260,0.9895508252908812,17,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=5.16129032；地区编码=434；客户类型=对私,补充 account_id=5260 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
4176,0.9894651393523948,18,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=80.80645161；地区编码=678；客户类型=对私,补充 account_id=4176 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
4583,0.9893163164066024,19,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=52.09677419；地区编码=463；客户类型=对公,补充 account_id=4583 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
4629,0.988928474790295,21,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=43.38709677；地区编码=255；客户类型=对私,补充 account_id=4629 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
3322,0.988414359159376,22,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=75.09677419；地区编码=860；客户类型=对私,补充 account_id=3322 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
10087,0.98840984937314,23,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=8.64516129；地区编码=381；客户类型=对私,补充 account_id=10087 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
3472,0.9883670064038964,24,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=82.4516129；地区编码=451；客户类型=对私,补充 account_id=3472 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
10443,0.9883647515107784,25,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=9.0；地区编码=468；客户类型=对私,补充 account_id=10443 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
6155,0.9881888698475692,26,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=45.38709677；地区编码=723；客户类型=对私,补充 account_id=6155 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
10604,0.9881573013439164,27,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=70.70967742；地区编码=311；客户类型=对私,补充 account_id=10604 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
279,0.9879160277802832,28,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=37.16129032；地区编码=77；客户类型=对私,补充 account_id=279 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
5358,0.9878912239559844,29,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=36.67741935；地区编码=460；客户类型=对私,补充 account_id=5358 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
4664,0.987598087850636,30,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=97.0；地区编码=799；客户类型=对私,补充 account_id=4664 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
2422,0.9871922070893842,32,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=134.06451613；地区编码=690；客户类型=对私,补充 account_id=2422 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
7586,0.9860061333092812,34,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=18.12903226；地区编码=761；客户类型=对私,补充 account_id=7586 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
8771,0.9858167222873636,35,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=87.5483871；地区编码=690；客户类型=对私,补充 account_id=8771 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
2413,0.9857129972039328,37,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=46.32258065；地区编码=551；客户类型=对私,补充 account_id=2413 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
11051,0.985559664471904,38,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=108.41935484；地区编码=666；客户类型=对私,补充 account_id=11051 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
217,0.985451429602237,39,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=44.22580645；地区编码=74；客户类型=对私,补充 account_id=217 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
4859,0.9851222152069992,40,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=39.83870968；地区编码=860；客户类型=对私,补充 account_id=4859 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
9610,0.9848380986741228,43,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=22.4516129；地区编码=664；客户类型=对私,补充 account_id=9610 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
3832,0.9847614323081086,44,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=5.4516129；地区编码=388；客户类型=对私,补充 account_id=3832 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
8820,0.9835888878867144,48,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=34.38709677；地区编码=37；客户类型=对私,补充 account_id=8820 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
1865,0.9831604581942816,50,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=6.77419355；地区编码=731；客户类型=对公,补充 account_id=1865 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
10774,0.9816541895914134,53,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=134.35483871；地区编码=599；客户类型=对私,补充 account_id=10774 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
9721,0.9814467394245514,55,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=82.90322581；地区编码=877；客户类型=对私,补充 account_id=9721 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
113,0.981198701181564,58,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=64.96774194；地区编码=655；客户类型=对私,补充 account_id=113 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
5714,0.9811400739604944,61,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=144.67741935；地区编码=585；客户类型=对公,补充 account_id=5714 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
9373,0.9806845855506447,64,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=69.96774194；地区编码=211；客户类型=对私,补充 account_id=9373 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
8753,0.9805763506809776,65,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=79.48387097；地区编码=125；客户类型=对私,补充 account_id=8753 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
4625,0.9796879227924596,72,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=7.51612903；地区编码=17；客户类型=对私,补充 account_id=4625 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
3050,0.9785289077297736,79,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=263.87096774；地区编码=556；客户类型=对私,补充 account_id=3050 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
1733,0.9778975376567152,84,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=113.51612903；地区编码=311；客户类型=对私,补充 account_id=1733 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
4288,0.977789302787048,86,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=11.19354839；地区编码=166；客户类型=对私,补充 account_id=4288 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
18,0.9743257869576982,109,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=49.35483871；地区编码=280；客户类型=对私,补充 account_id=18 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
2398,0.972336971227564,117,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=140.09677419；地区编码=731；客户类型=对私,补充 account_id=2398 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
5545,0.9698791377288716,138,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=93.0；地区编码=733；客户类型=对私,补充 account_id=5545 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
223,0.9693018850906469,144,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=20.83870968；地区编码=911；客户类型=对私,补充 account_id=223 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
6830,0.9685036529268514,149,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=150.48387097；地区编码=277；客户类型=对私,补充 account_id=6830 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
6094,0.9561738973572652,254,嫌疑人,account_id_not_present_as_src_or_dst,True,P1,0,0,开户时长分箱=188.74193548；地区编码=949；客户类型=对公,补充 account_id=6094 作为付款方或收款方的完整历史交易流水,补数后按历史时间顺序重建直接对手、in-root-out、root-mid-out、汇聚/分散和闭环结构,当前仅可使用模型风险分、账户节点画像和缺边审计，不能把任意账户声明为资金对手
